PrimaryPropertyType,Neighborhood,LargestPropertyUseType,ComplianceStatus,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,ENERGYSTARScore,SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge
KTwelveSchool,MAGNOLIA / QUEEN ANNE,K-12 School,Compliant,1.0,2,54986,0,54986,54986.0,97.0,83.19999695,1802471.375,31.47,0.57,26
KTwelveSchool,NORTHEAST,K-12 School,Error - Correct Default Data,1.0,2,175565,0,175565,182861.0,88.0,60.40000153,7329817.5,266.05,1.52,66
SmallandMidSizedOffice,BALLARD,Office,Compliant,1.0,2,94900,0,94900,55586.0,57.0,165.8999939,6536359.5,130.56,1.38,55
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,2,52554,0,52554,51029.0,83.0,112.3000031,3150635.5,83.86,1.6,116
KTwelveSchool,NORTHWEST,K-12 School,Compliant,1.0,3,175015,0,175015,175015.0,95.0,80.40000153,7886505.5,247.85,1.42,62
SelfStorageFacility,DOWNTOWN,Self-Storage Facility,Compliant,1.0,3,70586,0,70586,38439.0,,79.19999695,2331573.25,45.43,0.64,105
Hotel,DOWNTOWN,Hotel,Compliant,1.0,24,332210,205970,126240,348630.0,67.0,121.8000031,16163194.0,295.33,0.89,47
LargeOffice,DOWNTOWN,Office,Compliant,1.0,5,168115,0,168115,103362.0,78.0,176.6000061,9536161.0,66.48,0.4,43
Other,DOWNTOWN,Other - Mall,Compliant,1.0,2,57428,0,57428,51747.0,,48.40000153,1239429.75,33.26,0.58,96
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,8,59400,0,59400,34947.0,14.0,412.2000122,5242479.5,35.36,0.6,106
Hotel,DOWNTOWN,Hotel,Compliant,1.0,20,98634,10043,88591,83591.0,71.0,167.0,5078816.0,59.19,0.6,86
Hotel,DOWNTOWN,Hotel,Compliant,1.0,7,71150,0,71150,41340.0,98.0,215.89999390000003,5348309.0,134.38,1.89,31
Hotel,DOWNTOWN,Hotel,Compliant,1.0,7,122810,0,122810,88360.0,99.0,74.09999847,6088417.5,227.18,1.85,108
Hotel,LAKE UNION,Hotel,Compliant,1.0,5,113173,42546,70627,70627.0,86.0,172.1000061,5428403.5,144.79,1.28,57
Hotel,LAKE UNION,Hotel,Compliant,1.0,7,150453,34735,115718,107547.0,84.0,129.8000031,6835263.5,199.95,1.33,16
Hotel,LAKE UNION,Hotel,Compliant,1.0,6,116300,28200,88100,88490.0,80.0,147.1000061,5941927.0,162.39,1.4,19
Hotel,MAGNOLIA / QUEEN ANNE,Hotel,Compliant,1.0,6,155602,36744,118858,155602.0,81.0,107.5999985,6849826.5,152.76,0.98,18
KTwelveSchool,EAST,K-12 School,Compliant,1.0,3,56072,0,56072,56072.0,76.0,92.69999695,3800842.5,146.34,2.61,105
Hotel,MAGNOLIA / QUEEN ANNE,Hotel,Compliant,1.0,4,122942,44891,78051,78051.0,94.0,138.6999969,5387530.0,171.64,1.4,17
SmallandMidSizedOffice,CENTRAL,Office,Compliant,1.0,2,54984,0,54984,54984.0,71.0,144.5,3630147.25,87.98,1.6,54
Hotel,LAKE UNION,Hotel,Compliant,1.0,6,84103,20732,63371,63371.0,74.0,156.6999969,3787499.0,67.06,0.8,8
KTwelveSchool,SOUTHWEST,K-12 School,Missing Data,1.0,2,53352,0,53352,65568.0,,0.0,0.0,4.19,0.08,68
Hotel,EAST,Hotel,Compliant,1.0,7,76631,0,76631,76631.0,71.0,171.6999969,7250730.5,262.75,3.43,108
RetailStore,LAKE UNION,Retail Store,Compliant,1.0,2,58320,0,58320,72072.0,96.0,28.79999924,1243027.75,39.06,0.67,87
LargeOffice,LAKE UNION,Office,Compliant,1.0,5,316306,0,316306,261826.0,96.0,144.3999939,13909270.0,138.85,0.44,6
Other,MAGNOLIA / QUEEN ANNE,Other,Compliant,1.0,2,52000,0,52000,52000.0,,109.5,2682242.75,101.83,1.96,54
Other,MAGNOLIA / QUEEN ANNE,Other,Compliant,1.0,1,60696,0,60696,108000.0,,25.5,875943.3125,6.11,0.1,88
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,0.0,2,66240,2352,63888,45900.0,,236.6000061,4192107.75,29.04,0.44,30
SmallandMidSizedOffice,MAGNOLIA / QUEEN ANNE,Office,Compliant,1.0,4,76213,25930,50283,48546.0,68.0,196.0,3647345.75,48.76,0.64,46
Hotel,MAGNOLIA / QUEEN ANNE,Hotel,Compliant,1.0,6,96910,36934,59976,59976.0,56.0,188.3999939,5274523.0,152.14,1.57,14
Hotel,NORTHEAST,Hotel,Compliant,2.0,4,50017,0,50017,50017.0,53.0,205.8000031,5528580.5,191.2,3.82,54
KTwelveSchool,DELRIDGE,K-12 School,Missing Data,1.0,3,74468,0,74468,75364.0,,0.0,0.0,11.84,0.16,17
KTwelveSchool,EAST,K-12 School,Compliant,1.0,3,67743,0,67743,67743.0,34.0,89.30000305,3036464.0,78.85,1.16,93
KTwelveSchool,EAST,K-12 School,Compliant,1.0,6,194104,0,194104,194104.0,100.0,60.09999847,7204080.0,243.23,1.25,108
SmallandMidSizedOffice,SOUTHEAST,Office,Compliant,1.0,3,99433,35752,63681,63681.0,63.0,245.6000061,4980737.5,34.14,0.34,13
KTwelveSchool,SOUTHEAST,K-12 School,Missing Data,1.0,2,58933,0,58933,60725.0,,0.0,0.0,16.36,0.28,25
KTwelveSchool,GREATER DUWAMISH,K-12 School,Error - Correct Default Data,1.0,1,130862,0,130862,134446.0,61.0,93.5,7300977.5,238.48,1.82,59
KTwelveSchool,SOUTHEAST,K-12 School,Error - Correct Default Data,1.0,3,59955,0,59955,59955.0,93.0,83.0,1749171.25,20.48,0.34,27
KTwelveSchool,MAGNOLIA / QUEEN ANNE,K-12 School,Error - Correct Default Data,1.0,2,93218,0,93218,93218.0,86.0,70.80000305,3216155.0,84.75,0.91,52
Other,NORTHEAST,Other,Compliant,1.0,4,56521,0,56521,49000.0,,408.0,6367210.0,44.32,0.78,75
Other,NORTHEAST,Other,Compliant,1.0,2,206934,0,206934,119146.0,,72.90000153,4384625.5,133.58,0.65,87
Hotel,NORTHWEST,Hotel,Compliant,1.0,4,51390,0,51390,51390.0,89.0,130.8999939,3616214.0,127.29,2.48,15
KTwelveSchool,NORTHWEST,K-12 School,Error - Correct Default Data,1.0,2,131013,0,131013,131909.0,88.0,62.90000153,4290831.5,124.92,0.95,53
Hotel,NORTHWEST,Hotel,Compliant,1.0,3,69138,0,69138,70609.0,78.0,104.6999969,3323400.5,89.02,1.29,14
KTwelveSchool,LAKE UNION,K-12 School,Missing Data,1.0,3,66588,0,66588,66588.0,,0.0,0.0,14.67,0.22,25
Hotel,DOWNTOWN,Hotel,Compliant,1.0,5,190980,0,190980,190980.0,98.0,84.0,6505995.0,142.39,0.75,112
KTwelveSchool,Ballard,K-12 School,Error - Correct Default Data,1.0,2,55513,0,55513,59097.0,93.0,85.0,1598852.625,10.55,0.19,25
Other,DOWNTOWN,Other,Compliant,1.0,4,61156,0,61156,42755.0,,337.1000061000001,9550716.0,176.75,2.89,10
Other,DOWNTOWN,Museum,Compliant,1.0,4,72820,13820,59000,58000.0,,85.19999695,2095175.25,46.26,0.64,106
Hotel,MAGNOLIA / QUEEN ANNE,Hotel,Compliant,1.0,4,162222,14200,148022,113702.0,76.0,151.1999969,8016521.0,228.4,1.41,20
KTwelveSchool,SOUTHEAST,K-12 School,Error - Correct Default Data,1.0,4,289588,0,289588,289588.0,90.0,82.30000305,9542598.0,170.84,0.59,26
University,EAST,College/University,Compliant,1.0,3,63330,0,63330,64820.0,,116.0,3284214.5,74.33,1.17,101
Other,GREATER DUWAMISH,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Compliant,1.0,1,67356,0,67356,68359.0,,252.1000061,8086930.5,204.08,3.03,66
KTwelveSchool,SOUTHEAST,K-12 School,Error - Correct Default Data,1.0,3,78804,0,78804,78804.0,92.0,79.30000305,2677620.75,56.82,0.72,15
KTwelveSchool,CENTRAL,K-12 School,Error - Correct Default Data,1.0,3,66994,0,66994,66994.0,79.0,99.59999847,2579774.5,41.74,0.62,14
KTwelveSchool,GREATER DUWAMISH,K-12 School,Error - Correct Default Data,1.0,3,98357,0,98357,98357.0,88.0,81.30000305,3783580.25,94.64,0.96,16
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,1,54765,0,54765,25765.0,,243.5,4503671.5,61.21,1.12,58
Other,GREATER DUWAMISH,Other - Lodging/Residential,Compliant,1.0,5,89821,0,89821,46483.0,,27.89999962,2220796.5,100.46,1.12,7
University,MAGNOLIA / QUEEN ANNE,College/University,Compliant,1.0,2,52611,0,52611,52611.0,,186.1000061,4390158.0,104.26,1.98,36
ResidenceHall,MAGNOLIA / QUEEN ANNE,Residence Hall/Dormitory,Compliant,1.0,4,139600,37500,102100,135520.0,89.0,74.69999695,4800620.5,129.39,0.93,15
KTwelveSchool,NORTH,K-12 School,Compliant,1.0,2,236758,0,236758,238550.0,96.0,84.40000153,9287467.0,222.78,0.94,5
KTwelveSchool,NORTHWEST,K-12 School,Error - Correct Default Data,1.0,3,62526,0,62526,62526.0,96.0,75.30000305,2192411.0,54.07,0.86,14
SmallandMidSizedOffice,GREATER DUWAMISH,Office,Compliant,1.0,3,64015,0,64015,30000.0,21.0,168.3999939,3375016.25,49.58,0.77,9
RetailStore,NORTH,Retail Store,Compliant,1.0,4,124342,0,124342,122000.0,76.0,222.1000061,8729918.0,66.3,0.53,51
Other,NORTHWEST,Financial Office,Compliant,1.0,3,55442,0,55442,28636.0,72.0,197.6000061,3313397.0,83.7,1.51,20
KTwelveSchool,BALLARD,K-12 School,Error - Correct Default Data,1.0,2,242795,0,242795,242795.0,80.0,112.3000031,9708318.0,123.71,0.51,17
SelfStorageFacility,EAST,Self-Storage Facility,Compliant,1.0,5,84870,0,84870,85521.0,,31.70000076,1617801.25,51.11,0.6,106
KTwelveSchool,SOUTHEAST,K-12 School,Error - Correct Default Data,1.0,2,173185,0,173185,173185.0,79.0,64.90000153,7034167.5,242.36,1.4,64
KTwelveSchool,DELRIDGE,K-12 School,Error - Correct Default Data,1.0,1,145341,0,145341,139069.0,75.0,77.19999695,6337972.0,206.01,1.42,53
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,4,114297,0,114297,114297.0,61.0,39.70000076,2415462.5,69.44,0.61,112
KTwelveSchool,BALLARD,K-12 School,Missing Data,1.0,1,160270,0,160270,160270.0,,0.0,0.0,229.38,1.43,57
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,234144,0,234144,234144.0,87.0,47.09999847,7874958.5,297.43,1.27,79
RetailStore,DELRIDGE,Retail Store,Compliant,1.0,1,64984,0,64984,65425.0,72.0,130.6999969,3016373.5,35.78,0.55,50
KTwelveSchool,DELRIDGE,K-12 School,Compliant,1.0,2,367884,0,367884,367884.0,97.0,85.90000153,13279344.0,272.85,0.74,6
KTwelveSchool,DELRIDGE,K-12 School,Error - Correct Default Data,1.0,1,46797,0,46797,46797.0,86.0,91.5,2380144.5,73.47,1.57,58
KTwelveSchool,CENTRAL,K-12 School,Missing Data,1.0,3,136188,0,136188,136188.0,,0.0,0.0,170.9,1.25,53
Other,BALLARD,Other,Compliant,1.0,3,56000,0,56000,56000.0,,70.69999695,2088978.125,59.34,1.06,43
KTwelveSchool,SOUTHEAST,K-12 School,Error - Correct Default Data,1.0,2,67371,0,67371,67371.0,92.0,80.09999847,2260359.75,46.36,0.69,12
SelfStorageFacility,SOUTHWEST,Self-Storage Facility,Compliant,1.0,2,52088,0,52088,52088.0,,53.70000076,1576122.875,48.99,0.94,47
KTwelveSchool,LAKE UNION,K-12 School,Error - Correct Default Data,1.0,3,127776,0,127776,127776.0,75.0,103.5,4998584.5,80.08,0.63,6
Hotel,LAKE UNION,Hotel,Compliant,1.0,5,123920,30000,93920,123920.0,79.0,152.1999969,9676783.0,309.6,2.5,18
Warehouse,MAGNOLIA / QUEEN ANNE,Non-Refrigerated Warehouse,Compliant,1.0,2,50292,0,50292,42345.0,,25.10000038,430473.6875,3.0,0.06,90
KTwelveSchool,BALLARD,K-12 School,Error - Correct Default Data,1.0,2,67235,0,67235,67235.0,89.0,86.80000305,2443194.0,49.12,0.73,17
SmallandMidSizedOffice,NORTHWEST,Office,Compliant,1.0,2,91130,0,91130,57968.0,,272.2000122,10005492.0,175.77,1.93,59
KTwelveSchool,SOUTHWEST,K-12 School,Error - Correct Default Data,1.0,3,58118,0,58118,59014.0,97.0,69.59999847,1519074.75,21.29,0.37,25
Hotel,NORTHWEST,Hotel,Compliant,1.0,4,64893,0,64893,64893.0,70.0,185.3999939,6211749.5,208.26,3.21,48
KTwelveSchool,NORTH,K-12 School,Missing Data,1.0,2,52792,0,52792,55480.0,,0.0,0.0,0.0,0.0,27
KTwelveSchool,GREATER DUWAMISH,K-12 School,Error - Correct Default Data,1.0,1,70762,0,70762,70762.0,87.0,76.5,4138032.75,168.88,2.39,91
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,3,44558,0,44558,34416.0,78.0,103.6999969,1722053.0,28.27,0.63,116
DistributionCenter,GREATER DUWAMISH,Distribution Center,Compliant,1.0,2,179161,0,179161,117476.0,,167.6000061,10168523.0,96.43,0.54,92
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,2,58640,0,58640,40831.0,,193.1999969,4327563.5,27.39,0.47,51
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,0.0,4,79600,0,79600,79600.0,34.0,95.09999847,2411402.25,16.81,0.21,100
KTwelveSchool,LAKE UNION,K-12 School,Error - Correct Default Data,1.0,4,241066,0,241066,241066.0,79.0,66.19999695,8886716.0,270.97,1.12,19
Other,NORTH,Parking,Compliant,1.0,6,419848,335109,84739,335109.0,,285.1000061000001,9238992.0,162.41,0.39,8
MixedUseProperty,MAGNOLIA / QUEEN ANNE,Multifamily Housing,Compliant,1.0,4,110785,0,110785,58563.0,,299.0,10864032.0,92.91,0.84,14
KTwelveSchool,DELRIDGE,K-12 School,Error - Correct Default Data,1.0,1,71714,0,71714,71714.0,87.0,93.90000153,2470597.75,36.24,0.51,17
Warehouse,LAKE UNION,Non-Refrigerated Warehouse,Compliant,1.0,3,75397,8161,67236,67236.0,91.0,22.10000038,571637.5,9.63,0.13,25
SeniorCareCommunity,DOWNTOWN,Senior Care Community,Compliant,1.0,5,102796,12611,90185,55259.0,,256.1000061,10281401.0,193.94,1.89,17
KTwelveSchool,SOUTHWEST,K-12 School,Error - Correct Default Data,1.0,2,208981,0,208981,208981.0,80.0,95.19999695,9030149.0,207.79,0.99,14
KTwelveSchool,NORTHEAST,K-12 School,Compliant,1.0,2,55653,0,55653,55500.0,98.0,30.5,1597907.25,72.88,1.31,88
SmallandMidSizedOffice,NORTH,Office,Compliant,1.0,5,50759,0,50759,47079.0,62.0,174.1000061,3321734.0,49.09,0.97,44
WorshipFacility,NORTHEAST,Worship Facility,Compliant,1.0,2,56772,0,56772,56772.0,46.0,87.80000305,2762805.5,84.57,1.49,64
WorshipFacility,NORTHEAST,Worship Facility,Compliant,1.0,3,103000,0,103000,103000.0,42.0,102.4000015,5391782.0,149.93,1.46,64
KTwelveSchool,NORTHEAST,K-12 School,Error - Correct Default Data,1.0,3,269297,0,269297,269297.0,80.0,99.59999847,11208195.0,225.19,0.84,10
KTwelveSchool,NORTHEAST,K-12 School,Error - Correct Default Data,1.0,3,75174,0,75174,75174.0,77.0,87.59999847,3011741.75,71.86,0.96,15
KTwelveSchool,MAGNOLIA / QUEEN ANNE,K-12 School,Error - Correct Default Data,1.0,3,75214,0,75214,75214.0,88.0,82.5,2457326.25,43.98,0.58,13
KTwelveSchool,SOUTHWEST,K-12 School,Error - Correct Default Data,1.0,3,134918,0,134918,134918.0,91.0,79.0,4135198.25,69.42,0.51,11
KTwelveSchool,CENTRAL,K-12 School,Error - Correct Default Data,1.0,2,64414,0,64414,65310.0,67.0,117.9000015,2453255.5,16.0,0.25,25
KTwelveSchool,NORTHWEST,K-12 School,Error - Correct Default Data,1.0,3,92437,0,92437,92437.0,78.0,81.90000153,5280739.0,201.05,2.17,89
Other,DOWNTOWN,Other - Entertainment/Public Assembly,Compliant,1.0,7,128766,0,128766,109754.0,,142.3999939,6057410.0,57.21,0.44,102
ResidenceHall,DOWNTOWN,Residence Hall/Dormitory,Compliant,1.0,9,107572,0,107572,63934.0,76.0,117.0999985,5879083.0,254.87,2.37,103
KTwelveSchool,GREATER DUWAMISH,K-12 School,Error - Correct Default Data,1.0,3,204961,0,204961,204961.0,94.0,92.0,8935423.0,226.06,1.1,9
Other,MAGNOLIA / QUEEN ANNE,Other,Compliant,1.0,1,76086,0,76086,77810.0,,90.30000305,3576720.0,101.41,1.33,43
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,56500,0,56500,33000.0,98.0,88.09999847,1500938.5,44.22,0.78,102
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,4,203504,0,203504,159372.0,72.0,60.90000153,3944732.0,26.39,0.13,8
LargeOffice,DOWNTOWN,Office,Compliant,0.0,3,100734,26731,74003,100734.0,20.0,308.3999939,9892566.0,68.24,0.68,48
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,4,77662,18504,59158,62108.0,57.0,230.5,5168686.5,68.19,0.88,35
LargeOffice,DOWNTOWN,Office,Compliant,1.0,12,234000,21790,212210,173786.0,39.0,277.3999939,18811322.0,149.27,0.64,38
LargeOffice,DOWNTOWN,Office,Compliant,1.0,25,369996,0,369996,383942.0,74.0,202.5,24755086.0,172.58,0.47,27
LargeOffice,DOWNTOWN,Office,Compliant,1.0,33,791396,0,791396,622034.0,89.0,195.8999939,42227404.0,313.3,0.4,40
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,10,63409,7757,55652,45260.0,90.0,140.6000061,3826622.5,170.51,2.69,90
LargeOffice,DOWNTOWN,Office,Compliant,1.0,17,204790,30000,174790,142034.0,91.0,130.1000061,8081443.0,100.26,0.49,86
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,5,73399,0,73399,51557.0,61.0,203.6999969,3992167.75,26.19,0.36,100
LargeOffice,DOWNTOWN,Office,Compliant,1.0,25,758043,228668,529375,582725.0,95.0,142.3999939,27018020.0,229.25,0.3,7
LargeOffice,DOWNTOWN,Office,Compliant,1.0,12,206000,0,206000,161000.0,91.0,142.5,9075988.0,222.19,1.08,48
LargeOffice,DOWNTOWN,Office,Compliant,1.0,36,824887,154972,669915,743562.0,97.0,166.1999969,39360016.0,275.54,0.33,7
LargeOffice,DOWNTOWN,Office,Compliant,1.0,16,480840,141600,339240,311736.0,94.0,170.1000061,18468776.0,130.73,0.27,26
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,7,89550,0,89550,64712.0,85.0,148.8000031,4135330.5,51.67,0.58,116
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,89355,0,89355,82355.0,66.0,145.5,4188308.75,31.97,0.36,116
LargeOffice,DOWNTOWN,Office,Compliant,1.0,15,388934,0,388934,388934.0,89.0,145.3000031,18982748.0,213.23,0.55,94
LargeOffice,DOWNTOWN,Office,Compliant,1.0,22,384302,0,384302,348969.0,98.0,93.0,10471812.0,70.15,0.18,87
LargeOffice,DOWNTOWN,Office,Compliant,1.0,47,1323055,0,1323055,1011135.0,94.0,133.5,44683660.0,318.97,0.24,33
LargeOffice,DOWNTOWN,Office,Compliant,1.0,41,589921,129432,460489,470416.0,84.0,160.6999969,24603420.0,171.52,0.29,30
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,6,91091,1392,89699,89699.0,,55.0,1916413.75,46.56,0.51,66
LargeOffice,DOWNTOWN,Office,Compliant,1.0,8,157941,62993,94948,84838.0,81.0,138.5,3743228.5,26.1,0.17,48
LargeOffice,DOWNTOWN,Office,Compliant,1.0,29,635303,197231,438072,522667.0,95.0,111.9000015,18754466.0,139.72,0.22,25
LargeOffice,DOWNTOWN,Office,Compliant,1.0,34,776762,162604,614158,606050.0,81.0,168.3999939,32577050.0,231.32,0.3,36
LargeOffice,DOWNTOWN,Office,Compliant,1.0,14,186768,23775,162993,182540.0,95.0,143.1000061,9843217.0,218.53,1.17,44
LargeOffice,DOWNTOWN,Office,Compliant,1.0,37,1052469,164420,888049,765351.0,93.0,148.3000031,42071712.0,287.32,0.27,14
LargeOffice,DOWNTOWN,Office,Compliant,1.0,8,201480,0,201480,161762.0,91.0,129.3999939,9510490.0,175.95,0.87,109
LargeOffice,DOWNTOWN,Office,Compliant,1.0,8,199530,30660,168870,160418.0,69.0,181.0,13972700.0,298.61,1.5,13
LargeOffice,DOWNTOWN,Office,Compliant,1.0,13,372242,52703,319539,319539.0,98.0,116.9000015,13862720.0,216.24,0.58,10
LargeOffice,DOWNTOWN,Office,Compliant,1.0,7,114395,8296,106099,96582.0,99.0,67.80000305,2970604.25,70.17,0.61,107
RetailStore,NORTHEAST,Retail Store,Compliant,1.0,2,89200,0,89200,89200.0,83.0,206.8000031,6707359.5,89.47,1.0,38
LargeOffice,NORTHEAST,Office,Compliant,1.0,23,474546,0,474546,474546.0,77.0,198.5,29997380.0,198.34,0.42,45
SmallandMidSizedOffice,NORTHEAST,Office,Compliant,0.0,5,99005,0,99005,79555.0,70.0,140.6999969,5008123.5,119.03,1.2,55
LargeOffice,NORTHEAST,Office,Compliant,1.0,6,135051,44248,90803,95943.0,88.0,144.8999939,4426136.0,30.86,0.23,14
LargeOffice,NORTHEAST,Office,Compliant,1.0,5,220649,82720,137929,145754.0,93.0,151.8000031,7046345.5,49.12,0.22,14
SelfStorageFacility,DOWNTOWN,Self-Storage Facility,Compliant,1.0,5,93660,0,93660,93660.0,,31.5,940359.1875,6.09,0.07,52
LargeOffice,DOWNTOWN,Office,Compliant,1.0,18,413715,64660,349055,348270.0,79.0,218.39999390000003,24224888.0,168.88,0.41,36
MixedUseProperty,DOWNTOWN,Parking,Compliant,1.0,11,381381,195621,185760,182820.0,94.0,153.5,9944328.0,72.42,0.19,16
LargeOffice,DOWNTOWN,Office,Compliant,1.0,20,497513,118744,378769,367623.0,65.0,0.0,0.0,197.19,0.4,28
LargeOffice,DOWNTOWN,Office,Compliant,1.0,24,543876,116721,427155,424044.0,79.0,193.6000061,26144226.0,176.43,0.32,37
MixedUseProperty,DOWNTOWN,Laboratory,Compliant,1.0,4,109347,38700,70647,42389.0,,346.0,8381544.5,91.13,0.83,36
LargeOffice,DOWNTOWN,Office,Compliant,1.0,6,396626,124216,272410,274002.0,64.0,231.1999969,20179120.0,141.95,0.36,34
LargeOffice,DOWNTOWN,Office,Compliant,1.0,6,287471,83591,203880,191814.0,74.0,235.1000061,14913424.0,103.97,0.36,14
LargeOffice,DOWNTOWN,Office,Compliant,1.0,3,192630,48512,144118,146157.0,94.0,117.0,5569686.0,46.03,0.24,69
SmallandMidSizedOffice,DOWNTOWN,Office,Compliant,1.0,5,50176,0,50176,50328.0,77.0,143.1999969,2933288.75,24.91,0.5,116
Warehouse,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,1.0,1,128800,0,128800,119200.0,97.0,23.29999924,2098949.75,78.92,0.61,39
RetailStore,SOUTHEAST,Retail Store,Compliant,1.0,2,291940,0,291940,191940.0,80.0,113.9000015,12080064.0,162.45,0.56,36
MixedUseProperty,GREATER DUWAMISH,Non-Refrigerated Warehouse,Compliant,0.0,1,88400,0,88400,33450.0,42.0,113.9000015,4811200.0,116.03,1.31,46
Warehouse,NORTHWEST,Non-Refrigerated Warehouse,Compliant,1.0,1,52311,0,52311,51116.0,96.0,23.5,1109137.125,48.65,0.93,56
Other,LAKE UNION,Parking,Compliant,1.0,5,141131,69710,71421,74831.0,,135.1999969,3085814.0,21.51,0.15,7
LargeOffice,LAKE UNION,Office,Compliant,1.0,5,176532,70067,106465,103494.0,60.0,176.1000061,5803409.0,40.46,0.23,15
Warehouse,BALLARD,Non-Refrigerated Warehouse,Compliant,1.0,1,52500,0,52500,49395.0,2.0,196.6000061,4243867.0,70.47,1.34,43
Warehouse,BALLARD,Non-Refrigerated Warehouse,Compliant,1.0,2,57300,0,57300,29001.0,55.0,161.0,5095134.5,156.67,2.73,57
LargeOffice,DOWNTOWN,Office,Compliant,1.0,6,350310,0,350310,305233.0,90.0,154.1999969,18102026.0,224.36,0.64,100
